Time (s) - Voltage,Voltage (V) - Voltage
0.44,0.260214534
0.44,-0.175004037
0.44,-0.577135816
0.44,-0.86728153
0.44,-0.994538422
0.44,-0.930909976
0.441,-0.689121881
0.441,-0.317531756
0.441,0.115141677
0.441,0.52490887
0.441,0.837960824
0.441,0.988123957
0.441,0.952492027
0.441,0.736155311
0.441,0.379836013
0.441,-0.050292283
0.442,-0.470240027
0.442,-0.801107946
0.442,-0.976722457
0.442,-0.969087044
0.442,-0.775656568
0.442,-0.434608097
0.442,-0.009570077
0.442,0.415467943
0.442,0.764151827
0.442,0.965217717
0.443,0.980488544
0.443,0.815054584
0.443,0.491822078
0.443,0.07696461
0.443,-0.355708824
0.443,-0.717118397
0.443,-0.946180803
0.443,-0.991993284
0.443,-0.849465565
0.443,-0.544049024
0.444,-0.136826969
0.444,0.295846464
0.444,0.675072003
0.444,0.927040649
0.444,0.998304509
0.444,0.881228168
0.444,0.596172729
0.444,0.201676364
0.444,-0.236087345
0.444,-0.625493435
0.445,-0.895278046
0.445,-0.99708356
0.445,-0.908003736
0.445,-0.645854538
0.445,-0.261538724
0.445,0.176224985
0.445,0.575811627
0.445,0.868502479
0.445,0.995759371
0.445,0.932130925
0.446,0.692887967
0.446,0.321297842
0.446,-0.113920729
0.446,-0.521142784
0.446,-0.836739876
0.446,-0.986903009
0.446,-0.953816217
0.446,-0.734934362
0.446,-0.376069926
0.446,0.051513231
0.447,0.468915837
0.447,0.799783757
0.447,0.980488544
0.447,0.970307992
0.447,0.776877516
0.447,0.438374183
0.447,0.013336163
0.447,-0.411701856
0.447,-0.760385741
0.447,-0.963996768
0.448,-0.979267595
0.448,-0.813833635
0.448,-0.490601129
0.448,-0.075743661
0.448,0.356929772
0.448,0.718339346
0.448,0.947401752
0.448,0.993214233
0.448,0.850686514
0.448,0.54781511
0.449,0.140593056
0.449,-0.294625516
0.449,-0.673851054
0.449,-0.923274563
0.449,-0.994538422
0.449,-0.880007219
0.449,-0.597496919
0.449,-0.200455415
0.449,0.237308294
0.449,0.626714384
0.45,0.899044133
0.45,0.998304509
0.45,0.909224684
0.45,0.647075486
0.45,0.262759672
0.45,-0.172458899
0.45,-0.574590678
0.45,-0.86728153
0.45,-0.994538422
0.45,-0.930909976
0.451,-0.691667019
0.451,-0.322622032
0.451,0.112596539
0.451,0.522363732
0.451,0.835415687
0.451,0.988123957
0.451,0.952492027
0.451,0.738700449
0.451,0.382381151
0.451,-0.047747145
0.452,-0.470240027
0.452,-0.798562808
0.452,-0.976722457
0.452,-0.969087044
0.452,-0.778201706
0.452,-0.437153235
0.452,-0.012115215
0.452,0.410377667
0.452,0.759061551
0.452,0.965217717
0.453,0.983033682
0.453,0.817599722
0.453,0.494367216
0.453,0.079509747
0.453,-0.353163686
0.453,-0.71457326
0.453,-0.943635665
0.453,-0.991993284
0.453,-0.849465565
0.453,-0.546594162
0.454,-0.139372107
0.454,0.295846464
0.454,0.672526865
0.454,0.921950373
0.454,0.998304509
0.454,0.883773306
0.454,0.598717867
0.454,0.201676364
0.454,-0.233542207
0.454,-0.625493435
0.455,-0.895278046
0.455,-0.99708356
0.455,-0.908003736
0.455,-0.648399676
0.455,-0.261538724
0.455,0.173679848
0.455,0.575811627
0.455,0.868502479
0.455,0.995759371
0.455,0.934676062
0.456,0.692887967
0.456,0.32384298
0.456,-0.108830453
0.456,-0.521142784
0.456,-0.834194738
0.456,-0.986903009
0.456,-0.953816217
0.456,-0.7374795
0.456,-0.381160202
0.456,0.046422955
0.457,0.468915837
0.457,0.799783757
0.457,0.977943406
0.457,0.970307992
0.457,0.781967792
0.457,0.438374183
0.457,0.015881301
0.457,-0.411701856
0.457,-0.757840603
0.457,-0.963996768
0.458,-0.981812733
0.458,-0.816378773
0.458,-0.493146267
0.458,-0.078288799
0.458,0.354384634
0.458,0.718339346
0.458,0.944856614
0.458,0.990669095
0.458,0.850686514
0.458,0.54781511
0.459,0.140593056
0.459,-0.292080378
0.459,-0.671305916
0.459,-0.920729425
0.459,-0.994538422
0.459,-0.880007219
0.459,-0.597496919
0.459,-0.200455415
0.459,0.234763156
0.459,0.624169246
0.46,0.896498995
0.46,0.998304509
0.46,0.909224684
0.46,0.649620624
0.46,0.26530481
0.46,-0.169913761
0.46,-0.57204554
0.46,-0.86728153
0.46,-0.994538422
0.46,-0.933455114
0.461,-0.694212157
0.461,-0.322622032
0.461,0.107506264
0.461,0.522363732
0.461,0.835415687
0.461,0.988123957
0.461,0.955037165
0.461,0.738700449
0.461,0.384926288
0.461,-0.047747145
0.462,-0.465149751
0.462,-0.796017671
0.462,-0.97417732
0.462,-0.971632182
0.462,-0.780746843
0.462,-0.437153235
0.462,-0.014660353
0.462,0.410377667
0.462,0.759061551
0.462,0.962672579
0.463,0.983033682
0.463,0.817599722
0.463,0.496912354
0.463,0.079509747
0.463,-0.353163686
0.463,-0.717118397
0.463,-0.943635665
0.463,-0.991993284
0.463,-0.852010703
0.463,-0.546594162
0.464,-0.141917245
0.464,0.295846464
0.464,0.672526865
0.464,0.924495511
0.464,0.998304509
0.464,0.883773306
0.464,0.598717867
0.464,0.204221502
0.464,-0.230997069
0.464,-0.622948297
0.465,-0.895278046
0.465,-0.99708356
0.465,-0.910548873
0.465,-0.648399676
0.465,-0.264083861
0.465,0.17113471
0.465,0.575811627
0.465,0.865957341
0.465,0.993214233
0.465,0.934676062
0.466,0.695433105
0.466,0.326388118
0.466,-0.106285315
0.466,-0.518597646
0.466,-0.8316496
0.466,-0.986903009
0.466,-0.956361355
0.466,-0.740024638
0.466,-0.381160202
0.466,0.046422955
0.467,0.466370699
0.467,0.797238619
0.467,0.977943406
0.467,0.97285313
0.467,0.781967792
0.467,0.440919321
0.467,0.018426439
0.467,-0.409156718
0.467,-0.757840603
0.467,-0.963996768
0.468,-0.981812733
0.468,-0.816378773
0.468,-0.495691405
0.468,-0.078288799
0.468,0.351839497
0.468,0.718339346
0.468,0.944856614
0.468,0.990669095
0.468,0.853231652
0.468,0.552905386
0.469,0.143138193
0.469,-0.292080378
0.469,-0.668760778
0.469,-0.920729425
0.469,-0.994538422
0.469,-0.882552357
0.469,-0.600042057
0.469,-0.203000553
0.469,0.232218018
0.469,0.621624108
0.47,0.896498995
0.47,0.998304509
0.47,0.911769822
0.47,0.652165762
0.47,0.26530481
0.47,-0.169913761
0.47,-0.569500403
0.47,-0.864736392
0.47,-0.994538422
0.47,-0.936000252
0.471,-0.696757295
0.471,-0.32516717
0.471,0.104961126
0.471,0.519818594
0.471,0.835415687
0.471,0.988123957
0.471,0.955037165
0.471,0.741245586
0.471,0.384926288
0.471,-0.042656869
0.472,-0.465149751
0.472,-0.796017671
0.472,-0.97417732
0.472,-0.969087044
0.472,-0.780746843
0.472,-0.439698373
0.472,-0.017205491
0.472,0.407832529
0.472,0.759061551
0.472,0.962672579
0.473,0.983033682
0.473,0.82014486
0.473,0.496912354
0.473,0.082054885
0.473,-0.350618548
0.473,-0.712028122
0.473,-0.943635665
0.473,-0.989448147
0.473,-0.852010703
0.473,-0.551684438
0.474,-0.141917245
0.474,0.290756188
0.474,0.669981727
0.474,0.921950373
0.474,0.998304509
0.474,0.883773306
0.474,0.603808143
0.474,0.204221502
0.474,-0.228451932
0.474,-0.622948297
0.475,-0.892732909
0.475,-0.99708356
0.475,-0.913094011
0.475,-0.648399676
0.475,-0.264083861
0.475,0.17113471
0.475,0.570721351
0.475,0.865957341
0.475,0.995759371
0.475,0.9372212
0.476,0.697978243
0.476,0.328933256
0.476,-0.103740177
0.476,-0.518597646
0.476,-0.8316496
0.476,-0.986903009
0.476,-0.956361355
0.476,-0.740024638
0.476,-0.38370534
0.476,0.043877818
0.477,0.463825562
0.477,0.797238619
0.477,0.977943406
0.477,0.97285313
0.477,0.781967792
0.477,0.440919321
0.477,0.020971577
0.477,-0.406611581
0.477,-0.755295465
0.477,-0.96145163
0.478,-0.981812733
0.478,-0.816378773
0.478,-0.495691405
0.478,-0.080833937
0.478,0.349294359
0.478,0.715794208
0.478,0.944856614
0.478,0.990669095
0.478,0.853231652
0.478,0.552905386
0.479,0.145683331
0.479,-0.292080378
0.479,-0.668760778
0.479,-0.920729425
0.479,-0.99708356
0.479,-0.882552357
0.479,-0.602587194
0.479,-0.205545691
0.479,0.22967288
0.479,0.621624108
0.48,0.893953857
0.48,0.998304509
0.48,0.911769822
0.48,0.652165762
0.48,0.267849948
0.48,-0.164823486
0.48,-0.57204554
0.48,-0.862191254
0.48,-0.991993284
0.48,-0.933455114
0.481,-0.696757295
0.481,-0.32516717
0.481,0.104961126
0.481,0.517273456
0.481,0.832870549
0.481,0.988123957
0.481,0.955037165
0.481,0.743790724
0.481,0.390016564
0.481,-0.040111731
0.482,-0.462604613
0.482,-0.796017671
0.482,-0.976722457
0.482,-0.971632182
0.482,-0.780746843
0.482,-0.44224351
0.482,-0.019750629
0.482,0.407832529
0.482,0.756516414
0.482,0.962672579
0.483,0.983033682
0.483,0.82014486
0.483,0.499457491
0.483,0.084600023
0.483,-0.345528272
0.483,-0.71457326
0.483,-0.943635665
0.483,-0.991993284
0.483,-0.854555841
0.483,-0.551684438
0.484,-0.144462383
0.484,0.28821105
0.484,0.667436589
0.484,0.921950373
0.484,0.998304509
0.484,0.886318443
0.484,0.603808143
0.484,0.209311777
0.484,-0.228451932
0.484,-0.620403159
0.485,-0.892732909
0.485,-0.99708356
0.485,-0.910548873
0.485,-0.653489951
0.485,-0.269174137
0.485,0.166044434
0.485,0.570721351
0.485,0.865957341
0.485,0.995759371
0.485,0.9372212
0.486,0.697978243
0.486,0.328933256
0.486,-0.103740177
0.486,-0.518597646
0.486,-0.8316496
0.486,-0.986903009
0.486,-0.956361355
0.486,-0.742569776
0.486,-0.386250478
0.486,0.043877818
0.487,0.461280424
0.487,0.797238619
0.487,0.977943406
0.487,0.97285313
0.487,0.78451293
0.487,0.446009597
0.487,0.020971577
0.487,-0.404066443
0.487,-0.752750327
0.487,-0.96145163
0.488,-0.981812733
0.488,-0.818923911
0.488,-0.498236543
0.488,-0.080833937
0.488,0.346749221
0.488,0.715794208
0.488,0.942311476
0.488,0.993214233
0.488,0.855776789
0.488,0.552905386
0.489,0.148228469
0.489,-0.286990102
0.489,-0.666215641
0.489,-0.920729425
0.489,-0.994538422
0.489,-0.885097495
0.489,-0.602587194
0.489,-0.205545691
0.489,0.227127742
0.489,0.61907897
0.49,0.893953857
0.49,0.998304509
0.49,0.911769822
0.49,0.652165762
0.49,0.270395086
0.49,-0.167368623
0.49,-0.566955265
0.49,-0.862191254
0.49,-0.991993284
0.49,-0.936000252
0.491,-0.699302433
0.491,-0.330257445
0.491,0.102415988
0.491,0.517273456
0.491,0.832870549
0.491,0.988123957
0.491,0.957582303
0.491,0.743790724
0.491,0.387471426
0.491,-0.037566593
0.492,-0.462604613
0.492,-0.793472533
0.492,-0.976722457
0.492,-0.971632182
0.492,-0.783291981
0.492,-0.444788648
0.492,-0.019750629
0.492,0.405287391
0.492,0.756516414
0.492,0.960127441
0.493,0.983033682
0.493,0.82014486
0.493,0.502002629
0.493,0.087145161
0.493,-0.345528272
0.493,-0.709482984
0.493,-0.941090528
0.493,-0.991993284
0.493,-0.852010703
0.493,-0.551684438
0.494,-0.144462383
0.494,0.28821105
0.494,0.667436589
0.494,0.919405235
0.494,0.998304509
0.494,0.886318443
0.494,0.603808143
0.494,0.211856915
0.494,-0.225906794
0.494,-0.617858022
0.495,-0.892732909
0.495,-0.99708356
0.495,-0.913094011
0.495,-0.653489951
0.495,-0.269174137
0.495,0.166044434
0.495,0.570721351
0.495,0.863412203
0.495,0.995759371
0.495,0.9372212
0.496,0.700523381
0.496,0.331478394
0.496,-0.101195039
0.496,-0.516052508
0.496,-0.829104462
0.496,-0.986903009
0.496,-0.956361355
0.496,-0.742569776
0.496,-0.388795616
0.496,0.038787542
0.497,0.461280424
0.497,0.794693481
0.497,0.977943406
0.497,0.97285313
0.497,0.78451293
0.497,0.446009597
0.497,0.026061853
0.497,-0.404066443
0.497,-0.752750327
0.497,-0.958906492
0.498,-0.984357871
0.498,-0.821469049
0.498,-0.500781681
0.498,-0.085924212
0.498,0.346749221
0.498,0.71324907
0.498,0.942311476
0.498,0.990669095
0.498,0.855776789
0.498,0.555450524
0.499,0.150773607
0.499,-0.284444964
0.499,-0.663670503
0.499,-0.918184287
0.499,-0.994538422
0.499,-0.885097495
0.499,-0.605132332
0.499,-0.210635967
0.499,0.224582604
0.499,0.61907897
0.5,0.893953857
0.5,0.998304509
0.5,0.91431496
0.5,0.6547109
0.5,0.272940223
0.5,-0.162278348
0.5,-0.566955265
0.5,-0.862191254
0.5,-0.994538422
0.5,-0.936000252
0.501,-0.699302433
0.501,-0.327712307
0.501,0.102415988
0.501,0.514728318
0.501,0.830325411
0.501,0.988123957
0.501,0.957582303
0.501,0.743790724
0.501,0.390016564
0.501,-0.040111731
0.502,-0.457514337
0.502,-0.793472533
0.502,-0.97417732
0.502,-0.971632182
0.502,-0.783291981
0.502,-0.447333786
0.502,-0.022295766
0.502,0.405287391
0.502,0.753971276
0.502,0.962672579
0.503,0.985578819
0.503,0.822689997
0.503,0.502002629
0.503,0.087145161
0.503,-0.342983135
0.503,-0.709482984
0.503,-0.93854539
0.503,-0.991993284
0.503,-0.854555841
0.503,-0.556774713
0.504,-0.149552658
0.504,0.285665913
0.504,0.664891451
0.504,0.919405235
0.504,0.998304509
0.504,0.886318443
0.504,0.606353281
0.504,0.211856915
0.504,-0.225906794
0.504,-0.615312884
0.505,-0.890187771
0.505,-0.994538422
0.505,-0.913094011
0.505,-0.653489951
0.505,-0.271719275
0.505,0.163499296
0.505,0.568176213
0.505,0.863412203
0.505,0.993214233
0.505,0.9372212
0.506,0.703068519
0.506,0.331478394
0.506,-0.098649902
0.506,-0.516052508
0.506,-0.826559325
0.506,-0.986903009
0.506,-0.956361355
0.506,-0.742569776
0.506,-0.391340754
0.506,0.038787542
0.507,0.458735286
0.507,0.794693481
0.507,0.975398268
0.507,0.975398268
0.507,0.787058068
0.507,0.448554735
0.507,0.026061853
0.507,-0.401521305
0.507,-0.750205189
0.507,-0.958906492
0.508,-0.984357871
0.508,-0.821469049
0.508,-0.500781681
0.508,-0.08846935
0.508,0.344204083
0.508,0.710703932
0.508,0.942311476
0.508,0.993214233
0.508,0.855776789
0.508,0.555450524
0.509,0.150773607
0.509,-0.281899826
0.509,-0.661125365
0.509,-0.918184287
0.509,-0.99708356
0.509,-0.885097495
0.509,-0.60767747
0.509,-0.210635967
0.509,0.224582604
0.509,0.616533832
0.51,0.893953857
0.51,0.998304509
0.51,0.91431496
0.51,0.657256038
0.51,0.275485361
0.51,-0.162278348
0.51,-0.564410127
0.51,-0.862191254
0.51,-0.991993284
0.51,-0.936000252
0.511,-0.70184757
0.511,-0.330257445
0.511,0.09987085
0.511,0.512183181
0.511,0.827780273
0.511,0.985578819
0.511,0.960127441
0.511,0.746335862
0.511,0.392561702
0.511,-0.035021456
0.512,-0.457514337
0.512,-0.790927395
0.512,-0.97417732
0.512,-0.971632182
0.512,-0.783291981
0.512,-0.447333786
0.512,-0.024840904
0.512,0.400197116
0.512,0.753971276
0.512,0.960127441
0.513,0.985578819
0.513,0.825235135
0.513,0.502002629
0.513,0.089690299
0.513,-0.342983135
0.513,-0.709482984
0.513,-0.93854539
0.513,-0.991993284
0.513,-0.854555841
0.513,-0.556774713
0.514,-0.152097796
0.514,0.285665913
0.514,0.664891451
0.514,0.916860098
0.514,0.998304509
0.514,0.888863581
0.514,0.608898419
0.514,0.214402053
0.514,-0.220816518
0.514,-0.612767746
0.515,-0.890187771
0.515,-0.99708356
0.515,-0.913094011
0.515,-0.656035089
0.515,-0.274264413
0.515,0.160954158
0.515,0.568176213
0.515,0.863412203
0.515,0.993214233
0.515,0.939766338
0.516,0.703068519
0.516,0.336568669
0.516,-0.098649902
0.516,-0.508417094
0.516,-0.829104462
0.516,-0.984357871
0.516,-0.956361355
0.516,-0.745114914
0.516,-0.391340754
0.516,0.033697266
0.517,0.458735286
0.517,0.792148343
0.517,0.975398268
0.517,0.975398268
0.517,0.787058068
0.517,0.451099872
0.517,0.026061853
0.517,-0.398976167
0.517,-0.750205189
0.517,-0.956361355
0.518,-0.984357871
0.518,-0.824014187
0.518,-0.503326819
0.518,-0.091014488
0.518,0.341658945
0.518,0.708158794
0.518,0.939766338
0.518,0.993214233
0.518,0.858321927
0.518,0.557995662
0.519,0.153318745
0.519,-0.281899826
0.519,-0.661125365
0.519,-0.915639149
0.519,-0.994538422
0.519,-0.887642633
0.519,-0.610222608
0.519,-0.210635967
0.519,0.222037467
0.519,0.616533832
0.52,0.891408719
0.52,0.998304509
0.52,0.916860098
0.52,0.657256038
0.52,0.275485361
0.52,-0.15973321
0.52,-0.561864989
0.52,-0.859646117
0.52,-0.991993284
0.52,-0.936000252
0.521,-0.70184757
0.521,-0.332802583
0.521,0.09987085
0.521,0.512183181
0.521,0.827780273
0.521,0.985578819
0.521,0.957582303
0.521,0.748881
0.521,0.392561702
0.521,-0.032476318
0.522,-0.457514337
0.522,-0.790927395
0.522,-0.97417732
0.522,-0.97417732
0.522,-0.785837119
0.522,-0.447333786
0.522,-0.02993118
0.522,0.402742253
0.522,0.751426138
0.522,0.960127441
0.523,0.985578819
0.523,0.825235135
0.523,0.504547767
0.523,0.092235437
0.523,-0.340437997
0.523,-0.706937846
0.523,-0.941090528
0.523,-0.991993284
0.523,-0.857100979
0.523,-0.559319851
0.524,-0.152097796
0.524,0.283120775
0.524,0.662346313
0.524,0.916860098
0.524,0.998304509
0.524,0.888863581
0.524,0.611443556
0.524,0.216947191
0.524,-0.220816518
0.524,-0.610222608
0.525,-0.890187771
0.525,-0.99708356
0.525,-0.913094011
0.525,-0.658580227
0.525,-0.274264413
0.525,0.160954158
0.525,0.565631075
0.525,0.860867065
0.525,0.993214233
0.525,0.939766338
0.526,0.705613657
0.526,0.336568669
0.526,-0.098649902
0.526,-0.508417094
0.526,-0.826559325
0.526,-0.984357871
0.526,-0.956361355
0.526,-0.745114914
0.526,-0.393885891
0.526,0.033697266
0.527,0.456190148
0.527,0.792148343
0.527,0.975398268
0.527,0.975398268
0.527,0.787058068
0.527,0.451099872
0.527,0.031152128
0.527,-0.396431029
0.527,-0.750205189
0.527,-0.958906492
0.528,-0.984357871
0.528,-0.824014187
0.528,-0.503326819
0.528,-0.091014488
0.528,0.339113807
0.528,0.708158794
0.528,0.939766338
0.528,0.993214233
0.528,0.858321927
0.528,0.5605408
0.529,0.155863883
0.529,-0.281899826
0.529,-0.658580227
0.529,-0.918184287
0.529,-0.994538422
0.529,-0.887642633
0.529,-0.60767747
0.529,-0.213181105
0.529,0.219492329
0.529,0.613988694
0.53,0.891408719
0.53,0.998304509
0.53,0.916860098
0.53,0.659801175
0.53,0.278030499
0.53,-0.154642934
0.53,-0.561864989
0.53,-0.859646117
0.53,-0.994538422
0.53,-0.93854539
0.531,-0.704392708
0.531,-0.335347721
0.531,0.094780574
0.531,0.512183181
0.531,0.825235135
0.531,0.985578819
0.531,0.957582303
0.531,0.748881
0.531,0.397651978
0.531,-0.032476318
0.532,-0.452424062
0.532,-0.788382257
0.532,-0.97417732
0.532,-0.97417732
0.532,-0.788382257
0.532,-0.449878924
0.532,-0.02993118
0.532,0.397651978
0.532,0.748881
0.532,0.960127441
0.533,0.985578819
0.533,0.825235135
0.533,0.507092905
0.533,0.092235437
0.533,-0.337892859
0.533,-0.706937846
0.533,-0.93854539
0.533,-0.991993284
0.533,-0.859646117
0.533,-0.559319851
0.534,-0.154642934
0.534,0.280575637
0.534,0.659801175
0.534,0.916860098
0.534,0.998304509
0.534,0.888863581
0.534,0.611443556
0.534,0.216947191
0.534,-0.215726242
0.534,-0.610222608
0.535,-0.890187771
0.535,-0.994538422
0.535,-0.915639149
0.535,-0.658580227
0.535,-0.276809551
0.535,0.15840902
0.535,0.563085937
0.535,0.860867065
0.535,0.993214233
0.535,0.939766338
0.536,0.705613657
0.536,0.336568669
0.536,-0.093559626
0.536,-0.508417094
0.536,-0.824014187
0.536,-0.984357871
0.536,-0.958906492
0.536,-0.747660052
0.536,-0.396431029
0.536,0.033697266
0.537,0.45364501
0.537,0.792148343
0.537,0.975398268
0.537,0.975398268
0.537,0.792148343
0.537,0.45364501
0.537,0.033697266
0.537,-0.396431029
0.537,-0.747660052
0.537,-0.956361355
0.538,-0.984357871
0.538,-0.824014187
0.538,-0.508417094
0.538,-0.093559626
0.538,0.336568669
0.538,0.705613657
0.538,0.939766338
0.538,0.995759371
0.538,0.860867065
0.538,0.5605408
0.539,0.15840902
0.539,-0.279354688
0.539,-0.658580227
0.539,-0.915639149
0.539,-0.994538422
0.539,-0.890187771
0.539,-0.612767746
0.539,-0.215726242
0.539,0.216947191
0.539,0.613988694
0.54,0.891408719
0.54,0.998304509
0.54,0.919405235
0.54,0.659801175
0.54,0.280575637
0.54,-0.154642934
0.54,-0.559319851
0.54,-0.859646117
0.54,-0.991993284
0.54,-0.93854539
0.541,-0.706937846
0.541,-0.335347721
0.541,0.094780574
0.541,0.507092905
0.541,0.825235135
0.541,0.985578819
0.541,0.960127441
0.541,0.748881
0.541,0.397651978
0.541,-0.02993118
0.542,-0.452424062
0.542,-0.788382257
0.542,-0.97417732
0.542,-0.97417732
0.542,-0.788382257
0.542,-0.4549692
0.542,-0.032476318
0.542,0.39510684
0.542,0.748881
0.542,0.960127441
0.543,0.988123957
0.543,0.827780273
0.543,0.509638043
0.543,0.094780574
0.543,-0.335347721
0.543,-0.706937846
0.543,-0.93854539
0.543,-0.991993284
0.543,-0.859646117
0.543,-0.561864989
0.544,-0.15973321
0.544,0.278030499
0.544,0.659801175
0.544,0.916860098
0.544,0.998304509
0.544,0.891408719
0.544,0.613988694
0.544,0.219492329
0.544,-0.213181105
0.544,-0.610222608
0.545,-0.887642633
0.545,-0.99708356
0.545,-0.915639149
0.545,-0.658580227
0.545,-0.279354688
0.545,0.155863883
0.545,0.5605408
0.545,0.858321927
0.545,0.993214233
0.545,0.939766338
0.546,0.708158794
0.546,0.339113807
0.546,-0.091014488
0.546,-0.505871956
0.546,-0.824014187
0.546,-0.984357871
0.546,-0.958906492
0.546,-0.750205189
0.546,-0.398976167
0.546,0.031152128
0.547,0.451099872
0.547,0.787058068
0.547,0.975398268
0.547,0.975398268
0.547,0.789603205
0.547,0.456190148
0.547,0.033697266
0.547,-0.393885891
0.547,-0.747660052
0.547,-0.956361355
0.548,-0.984357871
0.548,-0.826559325
0.548,-0.508417094
0.548,-0.093559626
0.548,0.336568669
0.548,0.703068519
0.548,0.939766338
0.548,0.995759371
0.548,0.860867065
0.548,0.563085937
0.549,0.160954158
0.549,-0.276809551
0.549,-0.656035089
0.549,-0.913094011
0.549,-0.99708356
0.549,-0.890187771
0.549,-0.612767746
0.549,-0.220816518
0.549,0.214402053
0.549,0.611443556
0.55,0.888863581
0.55,0.998304509
0.55,0.916860098
0.55,0.662346313
0.55,0.280575637
0.55,-0.152097796
0.55,-0.559319851
0.55,-0.857100979
0.55,-0.991993284
0.55,-0.93854539
0.551,-0.704392708
0.551,-0.340437997
0.551,0.092235437
0.551,0.507092905
0.551,0.825235135
0.551,0.985578819
0.551,0.960127441
0.551,0.751426138
0.551,0.400197116
0.551,-0.027386042
0.552,-0.447333786
0.552,-0.785837119
0.552,-0.971632182
0.552,-0.97417732
0.552,-0.788382257
0.552,-0.4549692
0.552,-0.032476318
0.552,0.39510684
0.552,0.746335862
0.552,0.960127441
0.553,0.985578819
0.553,0.825235135
0.553,0.512183181
0.553,0.094780574
0.553,-0.332802583
0.553,-0.70184757
0.553,-0.936000252
0.553,-0.994538422
0.553,-0.859646117
0.553,-0.564410127
0.554,-0.157188072
0.554,0.275485361
0.554,0.657256038
0.554,0.91431496
0.554,0.998304509
0.554,0.891408719
0.554,0.613988694
0.554,0.222037467
0.554,-0.213181105
0.554,-0.60767747
0.555,-0.887642633
0.555,-0.994538422
0.555,-0.915639149
0.555,-0.663670503
0.555,-0.279354688
0.555,0.153318745
0.555,0.557995662
0.555,0.858321927
0.555,0.993214233
0.555,0.939766338
0.556,0.708158794
0.556,0.341658945
0.556,-0.08846935
0.556,-0.505871956
0.556,-0.821469049
0.556,-0.984357871
0.556,-0.958906492
0.556,-0.750205189
0.556,-0.398976167
0.556,0.02860699
0.557,0.448554735
0.557,0.787058068
0.557,0.975398268
0.557,0.975398268
0.557,0.792148343
0.557,0.456190148
0.557,0.036242404
0.557,-0.393885891
0.557,-0.742569776
0.557,-0.956361355
0.558,-0.984357871
0.558,-0.826559325
0.558,-0.510962232
0.558,-0.098649902
0.558,0.336568669
0.558,0.703068519
0.558,0.939766338
0.558,0.995759371
0.558,0.863412203
0.558,0.565631075
0.559,0.163499296
0.559,-0.274264413
0.559,-0.656035089
0.559,-0.913094011
0.559,-0.994538422
0.559,-0.890187771
0.559,-0.612767746
0.559,-0.220816518
0.559,0.214402053
0.559,0.608898419
0.56,0.888863581
0.56,0.998304509
0.56,0.919405235
0.56,0.662346313
0.56,0.283120775
0.56,-0.152097796
0.56,-0.556774713
0.56,-0.857100979
0.56,-0.991993284
0.56,-0.93854539
0.561,-0.709482984
0.561,-0.342983135
0.561,0.092235437
0.561,0.504547767
0.561,0.822689997
0.561,0.985578819
0.561,0.960127441
0.561,0.753971276
0.561,0.402742253
0.561,-0.024840904
0.562,-0.447333786
0.562,-0.783291981
0.562,-0.97417732
0.562,-0.97417732
0.562,-0.790927395
0.562,-0.457514337
0.562,-0.035021456
0.562,0.390016564
0.562,0.746335862
0.562,0.957582303
0.563,0.988123957
0.563,0.830325411
0.563,0.512183181
0.563,0.09987085
0.563,-0.332802583
0.563,-0.70184757
0.563,-0.936000252
0.563,-0.991993284
0.563,-0.862191254
0.564,-0.564410127
0.564,-0.162278348
0.564,0.275485361
0.564,0.657256038
0.564,0.91431496
0.564,0.998304509
0.564,0.893953857
0.564,0.616533832
0.564,0.227127742
0.564,-0.210635967
0.565,-0.605132332
0.565,-0.887642633
0.565,-0.994538422
0.565,-0.918184287
0.565,-0.663670503
0.565,-0.284444964
0.565,0.153318745
0.565,0.557995662
0.565,0.855776789
0.565,0.993214233
0.566,0.942311476
0.566,0.710703932
0.566,0.346749221
0.566,-0.08846935
0.566,-0.500781681
0.566,-0.821469049
0.566,-0.984357871
0.566,-0.958906492
0.566,-0.750205189
0.566,-0.401521305
0.567,0.02860699
0.567,0.448554735
0.567,0.787058068
0.567,0.97285313
0.567,0.975398268
0.567,0.794693481
0.567,0.458735286
0.567,0.038787542
0.567,-0.391340754
0.567,-0.742569776
0.568,-0.956361355
0.568,-0.986903009
0.568,-0.826559325
0.568,-0.516052508
0.568,-0.098649902
0.568,0.334023532
0.568,0.703068519
0.568,0.9372212
0.568,0.993214233
0.568,0.863412203
0.569,0.568176213
0.569,0.163499296
0.569,-0.271719275
0.569,-0.653489951
0.569,-0.913094011
0.569,-0.99708356
0.569,-0.892732909
0.569,-0.617858022
0.569,-0.223361656
0.569,0.211856915
0.569,0.606353281
0.57,0.886318443
0.57,0.998304509
0.57,0.919405235
0.57,0.664891451
0.57,0.285665913
0.57,-0.149552658
0.57,-0.554229575
0.57,-0.854555841
0.57,-0.991993284
0.57,-0.941090528
0.571,-0.709482984
0.571,-0.342983135
0.571,0.089690299
0.571,0.502002629
0.571,0.82014486
0.571,0.985578819
0.571,0.960127441
0.571,0.753971276
0.571,0.405287391
0.571,-0.024840904
0.572,-0.447333786
0.572,-0.783291981
0.572,-0.971632182
0.572,-0.97417732
0.572,-0.793472533
0.572,-0.460059475
0.572,-0.037566593
0.572,0.392561702
0.572,0.743790724
0.572,0.957582303
0.573,0.988123957
0.573,0.830325411
0.573,0.514728318
0.573,0.102415988
0.573,-0.327712307
