Time (s) - Voltage,Voltage (V) - Voltage
0.174,0.715794208
0.174,0.944856614
0.174,0.993214233
0.174,0.853231652
0.174,0.552905386
0.174,0.145683331
0.174,-0.28953524
0.174,-0.668760778
0.175,-0.918184287
0.175,-0.99708356
0.175,-0.882552357
0.175,-0.602587194
0.175,-0.205545691
0.175,0.227127742
0.175,0.621624108
0.175,0.893953857
0.175,0.998304509
0.175,0.911769822
0.176,0.6547109
0.176,0.270395086
0.176,-0.164823486
0.176,-0.569500403
0.176,-0.862191254
0.176,-0.994538422
0.176,-0.936000252
0.176,-0.699302433
0.176,-0.327712307
0.176,0.104961126
0.177,0.517273456
0.177,0.832870549
0.177,0.988123957
0.177,0.957582303
0.177,0.743790724
0.177,0.387471426
0.177,-0.040111731
0.177,-0.462604613
0.177,-0.793472533
0.177,-0.97417732
0.178,-0.969087044
0.178,-0.780746843
0.178,-0.444788648
0.178,-0.022295766
0.178,0.405287391
0.178,0.756516414
0.178,0.962672579
0.178,0.985578819
0.178,0.822689997
0.178,0.499457491
0.179,0.084600023
0.179,-0.345528272
0.179,-0.712028122
0.179,-0.941090528
0.179,-0.991993284
0.179,-0.854555841
0.179,-0.551684438
0.179,-0.144462383
0.179,0.28821105
0.179,0.667436589
0.18,0.919405235
0.18,0.998304509
0.18,0.886318443
0.18,0.603808143
0.18,0.209311777
0.18,-0.225906794
0.18,-0.617858022
0.18,-0.892732909
0.18,-0.99708356
0.18,-0.913094011
0.181,-0.650944814
0.181,-0.271719275
0.181,0.166044434
0.181,0.568176213
0.181,0.865957341
0.181,0.995759371
0.181,0.9372212
0.181,0.700523381
0.181,0.328933256
0.181,-0.101195039
0.182,-0.51350737
0.182,-0.829104462
0.182,-0.984357871
0.182,-0.953816217
0.182,-0.742569776
0.182,-0.386250478
0.182,0.04133268
0.182,0.461280424
0.182,0.797238619
0.182,0.977943406
0.183,0.97285313
0.183,0.78451293
0.183,0.446009597
0.183,0.020971577
0.183,-0.404066443
0.183,-0.752750327
0.183,-0.96145163
0.183,-0.984357871
0.183,-0.821469049
0.183,-0.498236543
0.184,-0.083379075
0.184,0.346749221
0.184,0.71324907
0.184,0.942311476
0.184,0.993214233
0.184,0.855776789
0.184,0.552905386
0.184,0.148228469
0.184,-0.286990102
0.184,-0.666215641
0.185,-0.918184287
0.185,-0.99708356
0.185,-0.885097495
0.185,-0.602587194
0.185,-0.208090829
0.185,0.227127742
0.185,0.61907897
0.185,0.893953857
0.185,0.995759371
0.185,0.911769822
0.186,0.6547109
0.186,0.270395086
0.186,-0.162278348
0.186,-0.566955265
0.186,-0.862191254
0.186,-0.994538422
0.186,-0.936000252
0.186,-0.699302433
0.186,-0.330257445
0.186,0.104961126
0.187,0.514728318
0.187,0.832870549
0.187,0.988123957
0.187,0.955037165
0.187,0.743790724
0.187,0.390016564
0.187,-0.037566593
0.187,-0.457514337
0.187,-0.793472533
0.187,-0.97417732
0.188,-0.971632182
0.188,-0.783291981
0.188,-0.444788648
0.188,-0.022295766
0.188,0.402742253
0.188,0.753971276
0.188,0.962672579
0.188,0.985578819
0.188,0.822689997
0.188,0.499457491
0.189,0.087145161
0.189,-0.342983135
0.189,-0.709482984
0.189,-0.943635665
0.189,-0.991993284
0.189,-0.854555841
0.189,-0.554229575
0.189,-0.144462383
0.189,0.28821105
0.189,0.664891451
0.19,0.919405235
0.19,0.998304509
0.19,0.888863581
0.19,0.606353281
0.19,0.211856915
0.19,-0.225906794
0.19,-0.617858022
0.19,-0.892732909
0.19,-0.99708356
0.19,-0.913094011
0.191,-0.653489951
0.191,-0.271719275
0.191,0.166044434
0.191,0.568176213
0.191,0.863412203
0.191,0.995759371
0.191,0.9372212
0.191,0.700523381
0.191,0.331478394
0.191,-0.098649902
0.192,-0.510962232
0.192,-0.829104462
0.192,-0.984357871
0.192,-0.953816217
0.192,-0.742569776
0.192,-0.388795616
0.192,0.038787542
0.192,0.461280424
0.192,0.794693481
0.192,0.975398268
0.193,0.975398268
0.193,0.78451293
0.193,0.446009597
0.193,0.023516715
0.193,-0.401521305
0.193,-0.752750327
0.193,-0.958906492
0.193,-0.984357871
0.193,-0.821469049
0.193,-0.498236543
0.194,-0.085924212
0.194,0.344204083
0.194,0.710703932
0.194,0.942311476
0.194,0.993214233
0.194,0.858321927
0.194,0.555450524
0.194,0.150773607
0.194,-0.284444964
0.194,-0.663670503
0.195,-0.918184287
0.195,-0.99708356
0.195,-0.885097495
0.195,-0.605132332
0.195,-0.210635967
0.195,0.227127742
0.195,0.61907897
0.195,0.891408719
0.195,0.998304509
0.195,0.91431496
0.196,0.657256038
0.196,0.272940223
0.196,-0.15973321
0.196,-0.566955265
0.196,-0.862191254
0.196,-0.991993284
0.196,-0.93854539
0.196,-0.699302433
0.196,-0.332802583
0.196,0.09987085
0.197,0.512183181
0.197,0.830325411
0.197,0.988123957
0.197,0.957582303
0.197,0.746335862
0.197,0.390016564
0.197,-0.035021456
0.197,-0.457514337
0.197,-0.790927395
0.197,-0.97417732
0.198,-0.971632182
0.198,-0.785837119
0.198,-0.444788648
0.198,-0.024840904
0.198,0.402742253
0.198,0.753971276
0.198,0.960127441
0.198,0.985578819
0.198,0.822689997
0.198,0.502002629
0.199,0.089690299
0.199,-0.340437997
0.199,-0.709482984
0.199,-0.93854539
0.199,-0.991993284
0.199,-0.854555841
0.199,-0.554229575
0.199,-0.149552658
0.199,0.285665913
0.199,0.664891451
0.2,0.919405235
0.2,0.998304509
0.2,0.888863581
0.2,0.608898419
0.2,0.214402053
0.2,-0.223361656
0.2,-0.617858022
0.2,-0.890187771
0.2,-0.99708356
0.2,-0.913094011
0.201,-0.653489951
0.201,-0.274264413
0.201,0.163499296
0.201,0.568176213
0.201,0.863412203
0.201,0.993214233
0.201,0.939766338
0.201,0.703068519
0.201,0.334023532
0.201,-0.101195039
0.202,-0.510962232
0.202,-0.829104462
0.202,-0.984357871
0.202,-0.956361355
0.202,-0.745114914
0.202,-0.391340754
0.202,0.038787542
0.202,0.458735286
0.202,0.794693481
0.202,0.975398268
0.203,0.97285313
0.203,0.787058068
0.203,0.448554735
0.203,0.02860699
0.203,-0.401521305
0.203,-0.750205189
0.203,-0.958906492
0.203,-0.981812733
0.203,-0.821469049
0.203,-0.503326819
0.204,-0.08846935
0.204,0.344204083
0.204,0.710703932
0.204,0.942311476
0.204,0.993214233
0.204,0.858321927
0.204,0.557995662
0.204,0.153318745
0.204,-0.281899826
0.204,-0.663670503
0.205,-0.915639149
0.205,-0.99708356
0.205,-0.887642633
0.205,-0.60767747
0.205,-0.213181105
0.205,0.222037467
0.205,0.616533832
0.205,0.893953857
0.205,0.995759371
0.205,0.91431496
0.206,0.657256038
0.206,0.275485361
0.206,-0.15973321
0.206,-0.564410127
0.206,-0.862191254
0.206,-0.994538422
0.206,-0.936000252
0.206,-0.70184757
0.206,-0.332802583
0.206,0.09987085
0.207,0.512183181
0.207,0.827780273
0.207,0.988123957
0.207,0.957582303
0.207,0.746335862
0.207,0.392561702
0.207,-0.035021456
0.207,-0.457514337
0.207,-0.790927395
0.207,-0.97417732
0.208,-0.971632182
0.208,-0.783291981
0.208,-0.449878924
0.208,-0.024840904
0.208,0.400197116
0.208,0.753971276
0.208,0.960127441
0.208,0.985578819
0.208,0.825235135
0.208,0.504547767
0.209,0.089690299
0.209,-0.340437997
0.209,-0.709482984
0.209,-0.93854539
0.209,-0.991993284
0.209,-0.857100979
0.209,-0.556774713
0.209,-0.152097796
0.209,0.283120775
0.209,0.664891451
0.21,0.919405235
0.21,0.998304509
0.21,0.888863581
0.21,0.611443556
0.21,0.214402053
0.21,-0.220816518
0.21,-0.612767746
0.21,-0.890187771
0.21,-0.994538422
0.21,-0.913094011
0.211,-0.656035089
0.211,-0.274264413
0.211,0.160954158
0.211,0.563085937
0.211,0.860867065
0.211,0.995759371
0.211,0.939766338
0.211,0.703068519
0.211,0.336568669
0.211,-0.096104764
0.212,-0.508417094
0.212,-0.826559325
0.212,-0.984357871
0.212,-0.956361355
0.212,-0.745114914
0.212,-0.393885891
0.212,0.033697266
0.212,0.456190148
0.212,0.789603205
0.212,0.975398268
0.213,0.975398268
0.213,0.787058068
0.213,0.448554735
0.213,0.031152128
0.213,-0.396431029
0.213,-0.750205189
0.213,-0.96145163
0.213,-0.984357871
0.213,-0.824014187
0.213,-0.505871956
0.214,-0.091014488
0.214,0.341658945
0.214,0.708158794
0.214,0.939766338
0.214,0.993214233
0.214,0.858321927
0.214,0.5605408
0.214,0.155863883
0.214,-0.279354688
0.214,-0.661125365
0.215,-0.915639149
0.215,-0.99708356
0.215,-0.887642633
0.215,-0.60767747
0.215,-0.21827138
0.215,0.222037467
0.215,0.613988694
0.215,0.891408719
0.215,0.998304509
0.215,0.916860098
0.216,0.659801175
0.216,0.278030499
0.216,-0.157188072
0.216,-0.559319851
0.216,-0.859646117
0.216,-0.994538422
0.216,-0.936000252
0.216,-0.704392708
0.216,-0.335347721
0.216,0.097325712
0.217,0.509638043
0.217,0.825235135
0.217,0.985578819
0.217,0.960127441
0.217,0.746335862
0.217,0.39510684
0.217,-0.032476318
0.217,-0.4549692
0.217,-0.788382257
0.217,-0.97417732
0.218,-0.97417732
0.218,-0.788382257
0.218,-0.449878924
0.218,-0.02993118
0.218,0.400197116
0.218,0.751426138
0.218,0.960127441
0.218,0.985578819
0.218,0.825235135
0.218,0.507092905
0.219,0.092235437
0.219,-0.337892859
0.219,-0.704392708
0.219,-0.93854539
0.219,-0.991993284
0.219,-0.857100979
0.219,-0.559319851
0.219,-0.154642934
0.219,0.280575637
0.219,0.662346313
0.22,0.916860098
0.22,0.998304509
0.22,0.888863581
0.22,0.611443556
0.22,0.216947191
0.22,-0.21827138
0.22,-0.612767746
0.22,-0.887642633
0.22,-0.994538422
0.22,-0.915639149
0.221,-0.658580227
0.221,-0.276809551
0.221,0.15840902
0.221,0.563085937
0.221,0.860867065
0.221,0.995759371
0.221,0.939766338
0.221,0.703068519
0.221,0.336568669
0.221,-0.093559626
0.222,-0.505871956
0.222,-0.824014187
0.222,-0.984357871
0.222,-0.956361355
0.222,-0.747660052
0.222,-0.393885891
0.222,0.033697266
0.222,0.456190148
0.222,0.789603205
0.222,0.975398268
0.223,0.975398268
0.223,0.789603205
0.223,0.45364501
0.223,0.031152128
0.223,-0.396431029
0.223,-0.747660052
0.223,-0.958906492
0.223,-0.984357871
0.223,-0.824014187
0.223,-0.505871956
0.224,-0.091014488
0.224,0.339113807
0.224,0.708158794
0.224,0.939766338
0.224,0.993214233
0.224,0.858321927
0.224,0.5605408
0.224,0.155863883
0.224,-0.276809551
0.224,-0.661125365
0.225,-0.915639149
0.225,-0.99708356
0.225,-0.890187771
0.225,-0.610222608
0.225,-0.215726242
0.225,0.216947191
0.225,0.613988694
0.225,0.888863581
0.225,0.998304509
0.225,0.916860098
0.226,0.662346313
0.226,0.278030499
0.226,-0.157188072
0.226,-0.559319851
0.226,-0.859646117
0.226,-0.991993284
0.226,-0.93854539
0.226,-0.706937846
0.226,-0.335347721
0.226,0.094780574
0.227,0.509638043
0.227,0.827780273
0.227,0.988123957
0.227,0.960127441
0.227,0.748881
0.227,0.397651978
0.227,-0.032476318
0.227,-0.452424062
0.227,-0.788382257
0.227,-0.97417732
0.228,-0.97417732
0.228,-0.788382257
0.228,-0.452424062
0.228,-0.032476318
0.228,0.397651978
0.228,0.748881
0.228,0.960127441
0.228,0.988123957
0.228,0.825235135
0.228,0.509638043
0.229,0.094780574
0.229,-0.337892859
0.229,-0.704392708
0.229,-0.93854539
0.229,-0.991993284
0.229,-0.857100979
0.229,-0.559319851
0.229,-0.157188072
0.229,0.278030499
0.229,0.659801175
0.23,0.916860098
0.23,0.998304509
0.23,0.891408719
0.23,0.611443556
0.23,0.219492329
0.23,-0.21827138
0.23,-0.610222608
0.23,-0.887642633
0.23,-0.99708356
0.23,-0.915639149
0.231,-0.661125365
0.231,-0.279354688
0.231,0.155863883
0.231,0.563085937
0.231,0.860867065
0.231,0.993214233
0.231,0.939766338
0.231,0.708158794
0.231,0.339113807
0.231,-0.093559626
0.232,-0.505871956
0.232,-0.824014187
0.232,-0.984357871
0.232,-0.956361355
0.232,-0.750205189
0.232,-0.396431029
0.232,0.031152128
0.232,0.451099872
0.232,0.789603205
0.232,0.975398268
0.233,0.975398268
0.233,0.789603205
0.233,0.45364501
0.233,0.033697266
0.233,-0.396431029
0.233,-0.747660052
0.233,-0.956361355
0.233,-0.984357871
0.233,-0.824014187
0.233,-0.508417094
0.234,-0.096104764
0.234,0.336568669
0.234,0.705613657
0.234,0.939766338
0.234,0.995759371
0.234,0.860867065
0.234,0.563085937
0.234,0.160954158
0.234,-0.276809551
0.234,-0.658580227
0.235,-0.913094011
0.235,-0.99708356
0.235,-0.890187771
0.235,-0.612767746
0.235,-0.21827138
0.235,0.216947191
0.235,0.611443556
0.235,0.888863581
0.235,0.998304509
0.235,0.919405235
0.236,0.659801175
0.236,0.280575637
0.236,-0.154642934
0.236,-0.559319851
0.236,-0.857100979
0.236,-0.991993284
0.236,-0.93854539
0.236,-0.706937846
0.236,-0.340437997
0.236,0.094780574
0.237,0.507092905
0.237,0.825235135
0.237,0.985578819
0.237,0.960127441
0.237,0.751426138
0.237,0.400197116
0.237,-0.027386042
0.237,-0.449878924
0.237,-0.785837119
0.237,-0.97417732
0.238,-0.97417732
0.238,-0.788382257
0.238,-0.4549692
0.238,-0.032476318
0.238,0.39510684
0.238,0.748881
0.238,0.957582303
0.238,0.988123957
0.238,0.827780273
0.238,0.509638043
0.239,0.097325712
0.239,-0.332802583
0.239,-0.70184757
0.239,-0.936000252
0.239,-0.991993284
0.239,-0.859646117
0.239,-0.561864989
0.239,-0.15973321
0.239,0.278030499
0.239,0.657256038
0.24,0.91431496
0.24,0.998304509
0.24,0.888863581
0.24,0.613988694
0.24,0.222037467
0.24,-0.213181105
0.24,-0.610222608
0.24,-0.887642633
0.24,-0.99708356
0.24,-0.915639149
0.241,-0.661125365
0.241,-0.281899826
0.241,0.153318745
0.241,0.557995662
0.241,0.858321927
0.241,0.993214233
0.241,0.939766338
0.241,0.708158794
0.241,0.341658945
0.241,-0.091014488
0.242,-0.505871956
0.242,-0.824014187
0.242,-0.984357871
0.242,-0.958906492
0.242,-0.750205189
0.242,-0.396431029
0.242,0.02860699
0.242,0.451099872
0.242,0.787058068
0.242,0.97285313
0.243,0.975398268
0.243,0.792148343
0.243,0.456190148
0.243,0.036242404
0.243,-0.393885891
0.243,-0.745114914
0.243,-0.956361355
0.243,-0.984357871
0.243,-0.826559325
0.243,-0.510962232
0.244,-0.096104764
0.244,0.336568669
0.244,0.705613657
0.244,0.939766338
0.244,0.993214233
0.244,0.860867065
0.244,0.565631075
0.244,0.163499296
0.244,-0.274264413
0.244,-0.656035089
0.245,-0.913094011
0.245,-0.99708356
0.245,-0.890187771
0.245,-0.612767746
0.245,-0.220816518
0.245,0.214402053
0.245,0.611443556
0.245,0.888863581
0.245,0.998304509
0.245,0.916860098
0.246,0.662346313
0.246,0.283120775
0.246,-0.152097796
0.246,-0.556774713
0.246,-0.854555841
0.246,-0.991993284
0.246,-0.93854539
0.246,-0.709482984
0.246,-0.340437997
0.246,0.089690299
0.247,0.504547767
0.247,0.822689997
0.247,0.988123957
0.247,0.960127441
0.247,0.751426138
0.247,0.400197116
0.247,-0.024840904
0.247,-0.447333786
0.247,-0.788382257
0.247,-0.97417732
0.248,-0.97417732
0.248,-0.790927395
0.248,-0.4549692
0.248,-0.037566593
0.248,0.392561702
0.248,0.746335862
0.248,0.960127441
0.248,0.985578819
0.248,0.827780273
0.248,0.512183181
0.249,0.09987085
0.249,-0.332802583
0.249,-0.70184757
0.249,-0.936000252
0.249,-0.991993284
0.249,-0.862191254
0.249,-0.561864989
0.249,-0.15973321
0.249,0.275485361
0.249,0.6547109
0.25,0.91431496
0.25,0.998304509
0.25,0.893953857
0.25,0.616533832
0.25,0.222037467
0.25,-0.213181105
0.25,-0.60767747
0.25,-0.887642633
0.25,-0.99708356
0.251,-0.918184287
0.251,-0.663670503
0.251,-0.281899826
0.251,0.150773607
0.251,0.557995662
0.251,0.855776789
0.251,0.993214233
0.251,0.942311476
0.251,0.710703932
0.251,0.344204083
0.252,-0.08846935
0.252,-0.505871956
0.252,-0.821469049
0.252,-0.984357871
0.252,-0.958906492
0.252,-0.752750327
0.252,-0.401521305
0.252,0.026061853
0.252,0.448554735
0.252,0.787058068
0.253,0.975398268
0.253,0.975398268
0.253,0.792148343
0.253,0.458735286
0.253,0.038787542
0.253,-0.391340754
0.253,-0.742569776
0.253,-0.956361355
0.253,-0.984357871
0.253,-0.826559325
0.254,-0.510962232
0.254,-0.098649902
0.254,0.334023532
0.254,0.703068519
0.254,0.9372212
0.254,0.995759371
0.254,0.863412203
0.254,0.565631075
0.254,0.163499296
0.254,-0.271719275
0.255,-0.653489951
0.255,-0.913094011
0.255,-0.99708356
0.255,-0.890187771
0.255,-0.615312884
0.255,-0.223361656
0.255,0.214402053
0.255,0.606353281
0.255,0.888863581
0.255,0.998304509
0.256,0.919405235
0.256,0.664891451
0.256,0.283120775
0.256,-0.149552658
0.256,-0.556774713
0.256,-0.854555841
0.256,-0.991993284
0.256,-0.941090528
0.256,-0.706937846
0.256,-0.340437997
0.256,0.089690299
0.257,0.502002629
0.257,0.822689997
0.257,0.983033682
0.257,0.960127441
0.257,0.753971276
0.257,0.402742253
0.257,-0.022295766
0.257,-0.447333786
0.257,-0.783291981
0.257,-0.97417732
0.258,-0.97417732
0.258,-0.790927395
0.258,-0.457514337
0.258,-0.037566593
0.258,0.390016564
0.258,0.746335862
0.258,0.957582303
0.258,0.988123957
0.258,0.830325411
0.258,0.512183181
0.259,0.102415988
0.259,-0.330257445
0.259,-0.699302433
0.259,-0.936000252
0.259,-0.991993284
0.259,-0.862191254
0.259,-0.566955265
0.259,-0.162278348
0.259,0.275485361
0.259,0.6547109
0.26,0.91431496
0.26,0.998304509
0.26,0.893953857
0.26,0.61907897
0.26,0.224582604
0.26,-0.210635967
0.26,-0.605132332
0.26,-0.885097495
0.26,-0.994538422
0.26,-0.918184287
0.261,-0.663670503
0.261,-0.284444964
0.261,0.150773607
0.261,0.552905386
0.261,0.855776789
0.261,0.990669095
0.261,0.942311476
0.261,0.710703932
0.261,0.346749221
0.261,-0.085924212
0.262,-0.500781681
0.262,-0.821469049
0.262,-0.984357871
0.262,-0.958906492
0.262,-0.752750327
0.262,-0.401521305
0.262,0.023516715
0.262,0.448554735
0.262,0.78451293
0.262,0.975398268
0.263,0.975398268
0.263,0.794693481
0.263,0.458735286
0.263,0.038787542
0.263,-0.388795616
0.263,-0.745114914
0.263,-0.956361355
0.263,-0.984357871
0.263,-0.829104462
0.263,-0.516052508
0.264,-0.098649902
0.264,0.334023532
0.264,0.700523381
0.264,0.9372212
0.264,0.995759371
0.264,0.863412203
0.264,0.568176213
0.264,0.163499296
0.264,-0.271719275
0.264,-0.653489951
0.265,-0.913094011
0.265,-0.99708356
0.265,-0.892732909
0.265,-0.617858022
0.265,-0.225906794
0.265,0.211856915
0.265,0.606353281
0.265,0.886318443
0.265,0.998304509
0.265,0.919405235
0.266,0.664891451
0.266,0.28821105
0.266,-0.149552658
0.266,-0.554229575
0.266,-0.854555841
0.266,-0.991993284
0.266,-0.93854539
0.266,-0.712028122
0.266,-0.342983135
0.266,0.084600023
0.267,0.502002629
0.267,0.82014486
0.267,0.985578819
0.267,0.962672579
0.267,0.753971276
0.267,0.405287391
0.267,-0.022295766
0.267,-0.444788648
0.267,-0.783291981
0.267,-0.971632182
0.268,-0.97417732
0.268,-0.793472533
0.268,-0.457514337
0.268,-0.040111731
0.268,0.390016564
0.268,0.743790724
0.268,0.957582303
0.268,0.988123957
0.268,0.832870549
0.268,0.514728318
0.269,0.102415988
0.269,-0.330257445
0.269,-0.699302433
0.269,-0.936000252
0.269,-0.994538422
0.269,-0.862191254
0.269,-0.566955265
0.269,-0.164823486
0.269,0.272940223
0.269,0.6547109
0.27,0.91431496
0.27,0.998304509
0.27,0.893953857
0.27,0.61907897
0.27,0.22967288
0.27,-0.208090829
0.27,-0.605132332
0.27,-0.885097495
0.27,-0.994538422
0.27,-0.918184287
0.271,-0.666215641
0.271,-0.284444964
0.271,0.145683331
0.271,0.555450524
0.271,0.855776789
0.271,0.993214233
0.271,0.942311476
0.271,0.71324907
0.271,0.346749221
0.271,-0.083379075
0.272,-0.498236543
0.272,-0.821469049
0.272,-0.984357871
0.272,-0.96145163
0.272,-0.755295465
0.272,-0.404066443
0.272,0.023516715
0.272,0.446009597
0.272,0.78451293
0.272,0.97285313
0.273,0.975398268
0.273,0.794693481
0.273,0.461280424
0.273,0.04133268
0.273,-0.386250478
0.273,-0.742569776
0.273,-0.956361355
0.273,-0.984357871
0.273,-0.8316496
0.273,-0.516052508
0.274,-0.101195039
0.274,0.328933256
0.274,0.697978243
0.274,0.9372212
0.274,0.995759371
0.274,0.863412203
0.274,0.568176213
0.274,0.168589572
0.274,-0.266628999
0.274,-0.650944814
0.275,-0.910548873
0.275,-0.99708356
0.275,-0.892732909
0.275,-0.617858022
0.275,-0.225906794
0.275,0.206766639
0.275,0.603808143
0.275,0.886318443
0.275,0.998304509
0.275,0.921950373
0.276,0.667436589
0.276,0.28821105
0.276,-0.147007521
0.276,-0.551684438
0.276,-0.852010703
0.276,-0.991993284
0.276,-0.941090528
0.276,-0.712028122
0.276,-0.342983135
0.276,0.084600023
0.277,0.499457491
0.277,0.82014486
0.277,0.983033682
0.277,0.962672579
0.277,0.756516414
0.277,0.405287391
0.277,-0.019750629
0.277,-0.44224351
0.277,-0.780746843
0.277,-0.971632182
0.278,-0.97417732
0.278,-0.793472533
0.278,-0.462604613
0.278,-0.040111731
0.278,0.387471426
0.278,0.743790724
0.278,0.957582303
0.278,0.988123957
0.278,0.832870549
0.278,0.517273456
0.279,0.104961126
0.279,-0.327712307
0.279,-0.696757295
0.279,-0.936000252
0.279,-0.994538422
0.279,-0.862191254
0.279,-0.569500403
0.279,-0.164823486
0.279,0.270395086
0.279,0.652165762
0.28,0.911769822
0.28,0.998304509
0.28,0.893953857
0.28,0.621624108
0.28,0.22967288
0.28,-0.208090829
0.28,-0.602587194
0.28,-0.885097495
0.28,-0.994538422
0.28,-0.918184287
0.281,-0.668760778
0.281,-0.28953524
0.281,0.148228469
0.281,0.552905386
0.281,0.855776789
0.281,0.993214233
0.281,0.944856614
0.281,0.715794208
0.281,0.349294359
0.281,-0.080833937
0.282,-0.495691405
0.282,-0.818923911
0.282,-0.981812733
0.282,-0.96145163
0.282,-0.755295465
0.282,-0.404066443
0.282,0.020971577
0.282,0.446009597
0.282,0.781967792
0.282,0.97285313
0.283,0.980488544
0.283,0.797238619
0.283,0.463825562
0.283,0.043877818
0.283,-0.386250478
0.283,-0.740024638
0.283,-0.953816217
0.283,-0.986903009
0.283,-0.8316496
0.283,-0.518597646
0.284,-0.103740177
0.284,0.328933256
0.284,0.697978243
0.284,0.934676062
0.284,0.995759371
0.284,0.865957341
0.284,0.570721351
0.284,0.166044434
0.284,-0.266628999
0.284,-0.648399676
0.285,-0.910548873
0.285,-0.99708356
0.285,-0.892732909
0.285,-0.620403159
0.285,-0.228451932
0.285,0.206766639
0.285,0.601263005
0.285,0.886318443
0.285,0.995759371
0.285,0.919405235
0.286,0.669981727
0.286,0.293301326
0.286,-0.144462383
0.286,-0.5491393
0.286,-0.852010703
0.286,-0.991993284
0.286,-0.943635665
0.286,-0.71457326
0.286,-0.345528272
0.286,0.082054885
0.287,0.499457491
0.287,0.82014486
0.287,0.983033682
0.287,0.962672579
0.287,0.756516414
0.287,0.407832529
0.287,-0.019750629
0.287,-0.44224351
0.287,-0.780746843
0.287,-0.971632182
0.288,-0.97417732
0.288,-0.796017671
0.288,-0.462604613
0.288,-0.042656869
0.288,0.384926288
0.288,0.741245586
0.288,0.957582303
0.288,0.988123957
0.288,0.832870549
0.288,0.519818594
0.289,0.107506264
0.289,-0.32516717
0.289,-0.696757295
0.289,-0.933455114
0.289,-0.991993284
0.289,-0.864736392
0.289,-0.569500403
0.289,-0.167368623
0.289,0.267849948
0.289,0.649620624
0.29,0.911769822
0.29,0.998304509
0.29,0.896498995
0.29,0.624169246
0.29,0.22967288
0.29,-0.203000553
0.29,-0.600042057
0.29,-0.882552357
0.29,-0.99708356
0.29,-0.920729425
0.291,-0.666215641
0.291,-0.28953524
0.291,0.145683331
0.291,0.550360248
0.291,0.853231652
0.291,0.993214233
0.291,0.944856614
0.291,0.715794208
0.291,0.351839497
0.291,-0.080833937
0.292,-0.495691405
0.292,-0.816378773
0.292,-0.981812733
0.292,-0.96145163
0.292,-0.755295465
0.292,-0.406611581
0.292,0.018426439
0.292,0.443464459
0.292,0.781967792
0.292,0.97285313
0.293,0.977943406
0.293,0.797238619
0.293,0.466370699
0.293,0.046422955
0.293,-0.381160202
0.293,-0.740024638
0.293,-0.953816217
0.293,-0.986903009
0.293,-0.8316496
0.293,-0.518597646
0.294,-0.106285315
0.294,0.326388118
0.294,0.695433105
0.294,0.9372212
0.294,0.995759371
0.294,0.865957341
0.294,0.573266489
0.294,0.168589572
0.294,-0.266628999
0.294,-0.648399676
0.295,-0.910548873
0.295,-0.99708356
0.295,-0.895278046
0.295,-0.622948297
0.295,-0.230997069
0.295,0.206766639
0.295,0.601263005
0.295,0.883773306
0.295,0.998304509
0.295,0.921950373
0.296,0.672526865
0.296,0.293301326
0.296,-0.141917245
0.296,-0.5491393
0.296,-0.852010703
0.296,-0.991993284
0.296,-0.943635665
0.296,-0.71457326
0.296,-0.350618548
0.296,0.082054885
0.297,0.494367216
0.297,0.817599722
0.297,0.983033682
0.297,0.962672579
0.297,0.759061551
0.297,0.407832529
0.297,-0.017205491
0.297,-0.439698373
0.297,-0.778201706
0.297,-0.971632182
0.298,-0.976722457
0.298,-0.796017671
0.298,-0.465149751
0.298,-0.042656869
0.298,0.382381151
0.298,0.741245586
0.298,0.957582303
0.298,0.988123957
0.298,0.835415687
0.298,0.519818594
0.299,0.110051401
0.299,-0.322622032
0.299,-0.694212157
0.299,-0.933455114
0.299,-0.994538422
0.299,-0.86728153
0.299,-0.57204554
0.299,-0.169913761
0.299,0.26530481
0.299,0.649620624
0.3,0.911769822
0.3,0.998304509
0.3,0.896498995
0.3,0.624169246
0.3,0.234763156
0.3,-0.203000553
0.3,-0.600042057
0.3,-0.882552357
0.3,-0.994538422
0.3,-0.920729425
0.301,-0.668760778
0.301,-0.294625516
0.301,0.143138193
0.301,0.550360248
0.301,0.853231652
0.301,0.993214233
0.301,0.944856614
0.301,0.715794208
0.301,0.351839497
0.301,-0.080833937
0.302,-0.493146267
0.302,-0.816378773
0.302,-0.979267595
0.302,-0.96145163
0.302,-0.757840603
0.302,-0.409156718
0.302,0.015881301
0.302,0.438374183
0.302,0.779422654
0.302,0.970307992
0.303,0.977943406
0.303,0.799783757
0.303,0.468915837
0.303,0.048968093
0.303,-0.381160202
0.303,-0.7374795
0.303,-0.953816217
0.303,-0.986903009
0.303,-0.8316496
0.303,-0.521142784
0.304,-0.108830453
0.304,0.32384298
0.304,0.695433105
0.304,0.934676062
0.304,0.995759371
0.304,0.868502479
0.304,0.573266489
0.304,0.173679848
0.304,-0.261538724
0.304,-0.648399676
0.305,-0.910548873
0.305,-0.994538422
0.305,-0.895278046
0.305,-0.622948297
0.305,-0.230997069
0.305,0.201676364
0.305,0.598717867
0.305,0.881228168
0.305,0.995759371
0.305,0.924495511
0.306,0.672526865
0.306,0.295846464
0.306,-0.141917245
0.306,-0.546594162
0.306,-0.849465565
0.306,-0.989448147
0.306,-0.943635665
0.306,-0.71457326
0.306,-0.353163686
0.306,0.079509747
0.307,0.491822078
0.307,0.817599722
0.307,0.983033682
